Animal,Age,Gender,Breed,WBC,RBC,Hemoglobin,Platelets,Glucose,ALT,AST,Urea,Creatinine,Symptom_Fever,Symptom_Lethargy,Symptom_Vomiting,Symptom_Diarrhea,Symptom_WeightLoss,Symptom_SkinLesion,Disease_PPR,Disease_Anthrax,Disease_FootRot,Disease_Enterotoxemia,Disease_Parasites,Disease_CaprineArthritisEncephalitis,Disease_CaseousLymphadenitis,Disease_Anemia,Disease_Leukemia,Disease_ViralInfection,Disease_BloodParasites,Disease_BacterialInfection,Disease_AvianLeukosis,Disease_DuckViralDiseases,Disease_Colic,Disease_Strangles,Disease_EquineInfluenza,Disease_Laminitis,Disease_Rabies,Disease_EquineAnemia,Disease_EquineInfectiousAnemia,Disease_Bluetongue,Disease_Scrapie,Disease_OvineJohnesDisease,Disease_SheepPox,Disease_FungalInfection,Disease_Scurvy,Disease_Myxomatosis,Disease_HemorrhagicDisease,Disease_FelineLeukemia,Disease_Ringworm,Disease_FIV,Disease_KidneyDisease,Disease_Hyperthyroidism,Disease_Diabetes,Disease_AvianInfluenza,Disease_NewcastleDisease,Disease_MareksDisease,Disease_Coccidiosis,Disease_FowlPox,Disease_FowlCholera,Disease_Mastitis,Disease_FootMouth,Disease_BovineTB,Disease_Anaplasmosis,Disease_Brucellosis,Disease_LumpySkinDisease,Disease_BovineViralDiarrhea,Disease_Parvovirus,Disease_Distemper,Disease_Heartworm,Disease_SkinInfection,Disease_Leptospirosis,Disease_LymeDisease,Disease_VarroaInfection,Disease_SwineFlu,Disease_AfricanSwineFever,Disease_EColi,Disease_PRRS,Disease_PorcineCircovirus,Disease_Erysipelas,Disease_Trypanosomiasis,Disease_HemorrhagicSepticemia,Disease_WetTail,Disease_RespiratoryInfection,Disease_Tuberculosis,Disease_DuckViralEnteritis,Disease_DuckHepatitis,Disease_BlackheadDisease,Disease_Salmonellosis
Llama,19,Male,Breed1,4421.21,4.22,15.51,200667.57,68.86,11.48,25.03,34.57,1.37,0,1,0,0,1,1,,,,,,,,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2,Female,Breed1,5949.59,7.16,14.55,216711.6,96.32,18.85,11.61,47.29,1.64,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Alpaca,12,Female,Breed4,11155.5,7.32,13.47,228369.07,104.47,34.66,40.54,22.21,1.67,1,0,0,0,0,0,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cat,5,Female,Breed1,9485.89,5.6,15.7,319348.02,106.09,38.54,48.55,14.37,0.91,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,17,Female,Breed1,12770.62,6.56,12.54,248247.1,119.09,25.22,16.78,31.51,1.08,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Turkey,14,Female,Breed2,4673.66,7.43,15.72,435888.81,86.07,44.26,48.91,12.66,0.85,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Elephant,10,Female,Breed3,13777.88,7.53,14.41,185490.43,61.95,47.74,34.69,16.62,0.55,1,0,1,0,1,0,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose,3,Male,Breed4,14960.38,4.43,11.96,223945.49,111.28,34.56,43.9,32.17,1.24,0,0,0,0,0,0,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiger,4,Female,Breed4,4173.14,7.31,15.35,410495.26,65.01,32.5,28.92,46.98,1.32,0,0,1,1,0,1,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilapia,6,Female,Breed3,14644.04,5.1,17.08,325299.34,111.7,40.03,34.9,17.82,1.9,1,1,1,1,1,0,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frog,16,Female,Breed4,6594.49,6.91,12.48,314228.53,118.96,41.28,43.64,24.5,1.57,0,0,0,0,1,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pig,7,Female,Breed1,11617.97,5.3,16.5,328303.58,114.41,18.62,49.31,27.71,1.9,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Tilapia,15,Male,Breed1,7217.32,4.23,12.69,225679.37,117.84,29.34,17.39,48.14,0.92,0,1,0,0,1,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabbit,20,Male,Breed3,9739.94,4.84,16.57,378434.17,61.4,27.9,45.95,39.42,1.59,1,1,0,1,1,1,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deer,11,Male,Breed2,9614.6,5.63,10.41,298959.63,60.68,47.66,36.69,23.29,1.4,1,0,1,1,0,1,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabbit,1,Male,Breed2,7972.16,6.96,10.06,162778.78,72.62,14.47,47.87,20.85,0.95,0,0,0,1,0,0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elephant,5,Female,Breed4,11893.01,4.4,10.91,203147.48,107.92,47.74,22.72,30.74,0.82,1,1,0,1,1,0,,,,,,,,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck,13,Male,Breed2,10596.0,7.25,16.99,394987.25,65.36,32.9,19.7,25.26,0.94,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
Sheep,14,Female,Breed2,9591.05,7.99,14.27,253513.43,104.79,21.52,24.62,34.67,1.97,0,0,1,1,1,0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frog,9,Female,Breed2,14811.23,7.15,14.75,382033.24,60.75,44.77,45.38,31.39,0.53,1,0,0,1,0,1,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rat,17,Male,Breed2,14340.1,5.89,16.74,349013.02,103.87,12.02,28.39,11.35,1.86,0,0,0,0,1,1,,,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catfish,15,Male,Breed2,14509.79,6.27,10.41,240437.93,75.0,22.76,48.06,12.98,1.66,0,1,1,1,0,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuineaPig,7,Female,Breed2,13694.56,4.02,13.1,188110.66,86.43,40.1,19.69,15.36,1.32,0,1,1,0,1,0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frog,12,Male,Breed2,6806.71,4.84,15.14,392083.59,118.59,43.11,18.82,36.03,1.79,1,0,0,1,0,0,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon,6,Male,Breed4,7849.74,7.6,13.24,342926.21,93.1,16.7,37.14,49.09,0.58,1,0,1,0,0,0,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiger,16,Female,Breed1,6541.6,4.09,10.26,240239.25,64.48,47.67,21.67,28.1,1.32,1,0,0,1,1,1,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horse,5,Female,Breed2,14847.95,7.62,15.21,306982.49,112.39,12.15,15.17,15.98,0.93,1,1,0,0,0,1,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle,9,Female,Breed1,5679.28,4.45,13.13,333570.92,79.42,27.34,25.04,34.4,0.51,1,1,1,0,1,0,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeybee,14,Female,Breed3,8031.63,4.53,10.15,150635.56,95.12,13.9,20.65,35.02,1.43,1,1,0,0,0,1,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Horse,8,Female,Breed1,6189.49,4.7,11.36,351153.98,102.71,13.91,26.52,40.23,1.49,1,0,1,0,0,0,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frog,14,Male,Breed3,6457.99,7.2,11.74,346823.42,106.65,46.56,17.46,38.39,1.39,0,0,1,0,1,1,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catfish,12,Female,Breed4,6717.97,5.91,14.08,174773.53,85.95,46.16,48.28,37.51,1.09,0,0,0,1,1,1,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horse,10,Female,Breed1,11036.38,4.58,11.49,386326.0,106.39,34.61,42.07,38.99,1.71,1,0,0,1,1,0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cat,20,Female,Breed3,4836.54,6.75,12.89,397526.65,67.01,48.65,43.64,42.77,1.01,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catfish,20,Male,Breed1,10297.83,7.76,16.01,237048.74,91.54,29.64,21.91,45.82,1.41,1,1,0,0,0,1,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama,13,Female,Breed4,13012.15,6.29,16.46,198663.8,61.31,41.31,44.27,10.14,1.99,0,1,0,0,1,1,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo,19,Female,Breed1,12431.76,4.39,16.36,355944.45,84.38,13.89,33.63,36.65,1.77,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,
Salmon,15,Male,Breed3,5662.89,4.22,15.56,187005.05,81.89,25.82,12.27,47.65,1.47,1,0,1,1,1,0,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeybee,8,Female,Breed2,14062.05,7.18,14.33,407412.73,118.69,30.6,16.13,40.31,1.51,0,0,1,0,1,0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
Salmon,10,Female,Breed2,12470.99,6.5,14.41,294038.85,83.87,41.13,27.84,13.25,1.76,0,0,0,0,0,1,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cat,3,Female,Breed2,4058.33,7.69,17.63,422942.69,114.43,23.38,25.75,39.45,0.76,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilapia,3,Male,Breed4,12111.11,6.19,17.02,342650.81,86.12,49.21,41.81,20.1,0.67,0,1,0,0,1,0,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,5,Male,Breed2,12111.64,4.25,15.2,235527.68,92.0,39.39,44.95,17.36,0.83,0,0,1,0,1,0,,,,,,,,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose,16,Female,Breed4,9464.98,5.61,13.75,290411.31,81.04,31.32,44.6,18.13,1.62,0,1,1,0,1,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,17,Female,Breed2,4505.81,6.63,15.83,308804.14,98.4,23.23,25.01,48.89,1.65,0,1,1,0,0,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
Snake,6,Female,Breed4,10378.97,5.54,10.5,394547.6,104.35,35.68,35.43,36.36,0.54,0,1,0,1,1,1,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuineaPig,20,Male,Breed4,12423.21,8.0,17.56,408556.55,107.46,36.92,29.88,49.11,0.59,0,0,1,1,0,0,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheep,20,Male,Breed1,6979.61,5.62,14.38,354903.53,101.64,37.17,45.56,43.89,1.97,1,1,1,1,1,1,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo,16,Male,Breed2,11337.75,6.18,14.02,238259.43,79.8,33.45,45.56,47.0,1.24,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,
Turtle,2,Male,Breed1,7893.19,4.9,12.33,308570.55,79.84,26.02,12.15,32.2,1.3,0,1,1,0,1,0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle,20,Male,Breed3,10312.4,4.61,10.03,189186.56,80.87,42.67,32.89,23.95,1.42,1,1,1,0,0,0,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamster,15,Male,Breed2,8230.22,6.58,10.49,219032.84,62.27,20.33,30.14,39.54,1.95,1,1,1,0,0,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
Camel,18,Female,Breed2,7341.38,6.35,12.1,240917.59,116.58,35.02,40.82,10.72,0.74,1,0,0,1,1,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
Turkey,1,Male,Breed2,13415.06,4.02,14.33,171827.98,71.74,28.87,17.83,35.75,1.45,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
Catfish,19,Female,Breed2,12292.22,5.14,10.67,415496.58,69.55,45.71,37.8,48.26,0.61,1,1,0,0,0,1,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,12,Male,Breed1,7799.94,6.57,17.78,186793.25,93.14,33.62,39.54,43.83,1.27,1,1,0,1,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle,8,Female,Breed1,8780.95,7.25,13.29,359051.62,62.84,44.23,11.07,17.58,1.16,1,1,1,0,0,0,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiger,6,Male,Breed4,11608.74,5.25,12.53,301698.56,110.27,48.13,27.25,15.12,0.9,1,0,1,0,1,1,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama,12,Female,Breed1,12921.87,6.59,14.2,399530.35,112.57,15.08,49.16,43.06,1.16,0,1,0,1,0,0,,,,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabbit,7,Female,Breed4,11527.75,5.06,10.52,372310.72,83.87,32.21,22.02,12.14,1.55,1,0,0,1,0,0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamster,18,Female,Breed3,9950.25,6.76,16.8,377921.4,118.29,45.36,45.38,49.81,1.76,0,1,0,0,0,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
Deer,14,Male,Breed1,14498.24,6.79,13.68,275503.88,79.46,44.88,33.48,28.7,1.68,1,1,0,1,0,1,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken,8,Male,Breed4,12515.58,4.52,11.43,400192.84,75.61,17.84,21.86,47.1,1.38,0,1,0,0,1,1,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilapia,20,Male,Breed2,5271.51,6.66,11.29,178422.56,119.38,29.25,43.44,42.45,1.85,1,0,1,0,1,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frog,14,Female,Breed3,10139.53,5.33,12.89,283325.7,75.02,18.92,49.63,37.89,1.54,1,0,1,1,0,1,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,5,Female,Breed4,8505.12,4.69,14.59,448384.22,86.66,45.87,39.68,18.23,1.76,0,0,1,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon,9,Female,Breed3,12744.29,6.0,13.34,434434.36,96.71,10.13,12.45,13.43,1.1,1,0,1,0,0,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo,8,Male,Breed2,4491.29,5.81,14.77,174663.78,79.35,18.74,12.1,36.23,1.55,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,
Honeybee,2,Male,Breed2,8517.96,7.1,15.64,321895.68,83.05,26.36,29.66,17.59,0.61,1,0,1,1,1,1,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
Salmon,16,Female,Breed4,7501.04,4.34,15.99,244695.18,103.25,18.85,10.24,43.15,1.94,1,0,1,1,0,1,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cow,13,Male,Breed4,5553.05,7.16,13.21,368541.76,103.38,48.94,37.04,12.68,1.44,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Tilapia,7,Male,Breed2,8166.85,4.42,15.74,370736.23,108.22,19.76,10.65,30.95,1.79,0,0,0,0,0,0,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle,16,Male,Breed4,11400.8,4.83,11.13,150027.98,95.62,24.49,48.92,26.88,1.23,0,1,0,0,1,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama,7,Male,Breed2,7978.46,6.06,14.1,403745.75,74.01,16.96,45.23,46.99,0.55,1,1,1,1,0,1,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camel,14,Female,Breed1,10380.07,5.85,10.58,217074.81,79.99,47.07,42.62,45.94,1.24,0,0,1,0,0,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,
Rat,14,Male,Breed4,10520.93,7.96,11.95,439771.98,114.04,26.45,42.5,38.81,1.59,0,0,1,1,1,0,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeybee,12,Male,Breed3,10458.22,6.36,14.67,421629.39,104.02,20.47,43.38,40.21,0.6,1,1,1,1,0,1,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Rabbit,1,Female,Breed2,9824.85,5.31,15.92,207197.71,65.28,19.84,27.37,38.26,0.65,1,1,0,0,1,1,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lion,1,Female,Breed1,5286.87,7.6,10.76,340900.63,105.22,33.42,41.67,36.99,0.58,0,1,0,0,0,0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle,12,Male,Breed4,6403.02,5.25,11.66,238905.39,79.84,49.11,24.69,49.88,0.68,0,0,1,1,0,0,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuineaPig,20,Male,Breed2,12800.74,5.1,17.94,180895.24,61.39,48.97,43.94,39.44,1.42,0,1,0,1,1,0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pig,15,Male,Breed1,9526.02,5.98,12.7,412200.7,89.02,49.27,34.72,47.82,1.81,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
Hamster,4,Male,Breed4,11766.84,7.65,12.27,204247.94,113.0,25.47,24.33,27.49,1.21,1,1,0,0,0,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
Lion,7,Female,Breed2,10269.0,6.83,10.68,276290.27,86.66,46.58,39.82,49.92,1.71,1,1,1,0,1,0,,,,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elephant,16,Female,Breed2,4425.59,6.71,15.56,427256.74,119.33,27.78,19.71,34.58,1.1,0,0,1,1,1,0,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catfish,3,Female,Breed2,12758.35,6.9,14.07,172606.3,70.68,30.42,48.59,46.2,1.78,1,0,0,0,1,0,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pig,7,Male,Breed4,4707.57,6.64,11.26,315175.35,81.05,30.8,36.59,13.64,0.74,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,
Chicken,6,Male,Breed1,14374.91,7.04,15.06,321643.31,61.0,12.54,26.05,34.42,1.36,0,1,0,1,0,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pig,16,Female,Breed2,6369.15,4.77,14.21,378920.01,63.02,17.08,32.03,49.71,1.28,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,
